都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL
11029,170200893,北海道,札幌市北区,特別養護老人ホーム清香園,トクベツヨウゴロウジンホームセイカエン,介護老人福祉施設,北海道札幌市北区新琴似1条3丁目3番6号,,43.104623000000000,141.322173800000000,011-769-8520,170200893,,,65,http://www.seikaen-hp.com
11029,170200224,北海道,札幌市北区,特別養護老人ホーム　グリーンピア篠路,トクベツヨウゴロウジンホーム　グリーンピアシノロ,介護老人福祉施設,札幌市北区篠路２条９丁目１番８０号,,43.141399700000000,141.369092400000000,011-770-2121,170200224,,,0,http://www1/odn.ne.jp/green-pia/
11029,170200026,北海道,札幌市北区,介護老人福祉施設　福寿園,カイゴロウジンフクシシセツ　フクジュエン,介護老人福祉施設,札幌市北区東茨戸２条２丁目８番２１号,,43.164291100000000,141.357581000000000,011-772-7181,170200026,,,0,http://www.keiyu-kai.org
11029,170200067,北海道,札幌市北区,新川エバーライフ,シンカワエバーライフ,介護老人福祉施設,北海道札幌市北区新川７１５番地２,,43.118150419370100,141.297008744180000,011-764-3663,170200067,,,0,http://www.keiyu-kai.org/
11029,170200216,北海道,札幌市北区,特別養護老人ホーム　オニオンコート,トクベツヨウゴロウジンホーム　オニオンコート,介護老人福祉施設,札幌市北区百合が原11丁目185－13,,43.132253500000000,141.366862600000000,011-774-2133,170200216,,,0,http://onion.or.jp
11029,170202121,北海道,札幌市北区,特別養護老人ホーム　清明庵,トクベツヨウゴロウジンホーム　セイメイアン,介護老人福祉施設,北海道札幌市北区屯田９条３丁目３番３０号特別養護老人ホーム清明庵,特別養護老人ホーム清明庵,43.143370900000000,141.341258300000000,011-774-9277,170202121,,,0,http://www.shoyokai.org
11029,170205215,北海道,札幌市北区,介護老人福祉施設白ゆりあいの里,カイゴロウジンフクシシセツシラユリアイノサト,介護老人福祉施設,北海道札幌市北区あいの里３条８丁目１４番１号,,43.165513500000000,141.411576100000000,011-770-5880,170205215,,,80,http://www.h-yuuseikai.or.jp
11029,170205884,北海道,札幌市北区,介護老人福祉施設ら・せれな,カイゴロウジンフクシシセツラ・セレナ,介護老人福祉施設,北海道札幌市北区百合が原3丁目１－１,,43.125083901243200,141.355301282278000,011-702-1152,170205884,,,0,
11029,170207278,北海道,札幌市北区,特別養護老人ホーム七色の風,トクベツヨウゴロウジンホームナナイロノカゼ,介護老人福祉施設,北海道札幌市北区屯田9条9丁目5番15号,,43.143817700000000,141.324451000000000,011-775-7160,170207278,,,0,www.partner.or.jp/
11029,170209001,北海道,札幌市北区,特別養護老人ホーム　あいの郷,トクベツヨウゴロウジンホーム　アイノサト,介護老人福祉施設,北海道札幌市北区あいの里1条6丁目1番25号,,43.155482053858200,141.402469705171000,011-790-6677,170209001,,,100,https://ainosato-fureai.jp/
11037,170200349,北海道,札幌市東区,特別養護老人ホームウィズ東苗穂,トクベツヨウゴロウジンホームウィズヒガシナエボ,介護老人福祉施設,北海道札幌市東区東苗穂町1089番1,,43.104125800000000,141.409943800000000,011-789-3001,170200349,,,0,http://spsilvania.or.jp/
11037,170200281,北海道,札幌市東区,特別養護老人ホームフローラルさつなえ,トクベツヨウゴロウジンホームフローラルサツナエ,介護老人福祉施設,札幌市東区東苗穂1条3丁目2番16号,,43.078631400000000,141.401490900000000,011-780-6141,170200281,,,0,http://www.sapporo-meikeiin.or.jp/floral/
11037,170200141,北海道,札幌市東区,特別養護老人ホーム　大友恵愛園,トクベツヨウゴロウジンホーム　オオトモケイアイエン,介護老人福祉施設,札幌市東区北17条東5丁目2番5号,,43.082926800000000,141.359266400000000,011-751-1731,170200141,,,0,http://www.ootomokeiaien.or.jp/
11037,170200083,北海道,札幌市東区,特別養護老人ホーム　藤苑,トクベツヨウゴロウジンホーム　フジゾノ,介護老人福祉施設,北海道札幌市東区伏古７条３丁目１番３３号,,43.089774200000000,141.392971500000000,011-781-2400,170200083,,,0,http://fujizono.org/index.html
11037,170205892,北海道,札幌市東区,特別養護老人ホーム　ひかりの,トクベツヨウゴロウジンホーム　ヒカリノ,介護老人福祉施設,北海道札幌市東区東雁来12条4丁目1－15,,43.098334647614300,141.436870784795000,011-790-1400,170205892,,,0,http://hikarino.or.jp/
11037,170209167,北海道,札幌市東区,特別養護老人ホーム神遊,トクベツヨウゴロウジンホームカミユ,介護老人福祉施設,北海道札幌市東区北39条東1丁目2番21号特別養護老人ホーム神遊,特別養護老人ホーム神遊,43.107017586073600,141.344652379524000,011-733-1010,170209167,,,90,https://kikujyu-web.com
11037,170200133,北海道,札幌市東区,特別養護老人ホーム　セボラ・コリーナ,トクベツヨウゴロウジンホーム　セボラ・コリーナ,介護老人福祉施設,札幌市東区北42条東19丁目1番10号,,43.114525142020300,141.372816686864000,011-784-0433,170200133,,,77,http://sebora.jp/
11037,170208086,北海道,札幌市東区,とくべつようごろうじんほーむもえれのさと,特別養護老人ホームモエレノ里,介護老人福祉施設,北海道札幌市東区東雁来11条3丁目2番15号,,43.097805800000000,141.431327200000000,011-792-1666,170208086,,,80,http://www.k-yuwakai.or.jp
11045,170500441,北海道,札幌市白石区,特別養護老人ホーム平成苑,トクベツヨウゴロウジンホームヘイセイエン,介護老人福祉施設,北海道札幌市白石区菊水元町8条2丁目7-15,,43.071829800000000,141.414292700000000,011-879-6666,170500441,,,80,https://heiseien.or.jp/
11045,170500326,北海道,札幌市白石区,特別養護老人ホームきさく苑,トクベツヨウゴロウジンホームキサクエン,介護老人福祉施設,札幌市白石区川下２１２８－２,,43.077632900000000,141.447264400000000,011-875-8838,170500326,,,84,http://kakushou.com/
11045,170500771,北海道,札幌市白石区,特別養護老人ホームルミエール,トクベツヨウゴロウジンホームルミエール,介護老人福祉施設,札幌市白石区東札幌1条3丁目1－1,,43.048422800000000,141.382761000000000,011-825-2555,170500771,,,0,http://www.lumiere.or.jp
11045,170507628,北海道,札幌市白石区,特別養護老人ホーム　白石ポプラ園,トクベツヨウゴロウジンホーム　シロイシポプラエン,介護老人福祉施設,札幌市白石区中央1条4丁目2-6,,43.054753100000000,141.395604000000000,011-818-0010,170507628,,,0,http:www.syujukai.or.jp
11045,170512081,北海道,札幌市白石区,特別養護老人ホームへいわの郷,トクベツヨウゴロウジンホームヘイワノサト,介護老人福祉施設,北海道札幌市白石区平和通１丁目南２番１号,,43.054059000000000,141.405750200000000,011-867-1555,170512081,,,0,http://www.hakueikai.jp/
11045,170512537,北海道,札幌市白石区,特別養護老人ホーム　ノテきくすいの里,トクベツヨウゴロウジンホーム　ノテキクスイノサト,介護老人福祉施設,北海道札幌市白石区菊水元町４条１丁目1-1,,43.070605628507900,141.403210035118000,011-875-6111,170512537,,,0,
11045,170513329,北海道,札幌市白石区,特別養護老人ホームあすかＨＯＵＳＥ白石,トクベツヨウゴロウジンホームアスカハウスシロイシ,介護老人福祉施設,北海道札幌市白石区中央１条5丁目1－10,,43.052646600775800,141.396572040476000,011-833-5003,170513329,,,,asuka-sw.jp
11053,170513832,北海道,札幌市豊平区,特別養護老人ホーム羊ヶ丘陽光苑,トクベツヨウゴロウジンホームヒツジガオカヨウコウエン,介護老人福祉施設,福住3条9丁目4番32号,,43.003307743866100,141.392977477479000,011-858-1155,170513832,,,80,http://oiwake-akebono.net
11053,170502256,北海道,札幌市豊平区,特別養護老人ホーム　コスモス苑,トクベツヨウゴロウジンホーム　コスモスエン,介護老人福祉施設,札幌市豊平区月寒東4条10丁目8番30号,,43.030972500000000,141.411017500000000,011-859-3311,170502256,,,60,http://www.cosmosen.jp
11053,170500144,北海道,札幌市豊平区,介護老人福祉施設ノテ幸栄の里,カイゴロウジンフクシシセツノテコウエイノサト,介護老人福祉施設,北海道札幌市豊平区月寒東1条13丁目4-58,,43.032677200000000,141.391058100000000,011-853-0181,170500144,,,0,
11053,170500292,北海道,札幌市豊平区,特別養護老人ホーム　みどりの丘,トクベツヨウゴロウジンホーム　ミドリノオカ,介護老人福祉施設,札幌市豊平区西岡５条１２丁目１番２号,,42.996289700000000,141.382461000000000,011-581-3001,170500292,,,0,http://www.s-kouyoukai.jp/
11053,170501357,北海道,札幌市豊平区,特別養護老人ホームくりのみ,トクベツヨウゴロウジンホームクリノミ,介護老人福祉施設,札幌市豊平区平岸8条12丁目３－２０,,43.026350100000000,141.384189700000000,011-813-8881,170501357,,,,http://keiwakai-kurinomi.or.jp/shisetu/
11053,170503197,北海道,札幌市豊平区,アビターレナーシングホーム,アビターレナーシングホーム,介護老人福祉施設,札幌市豊平区平岸2条2丁目1番1号,,43.041084500000000,141.366862600000000,011-821-7000,170503197,,,80,http://www.aizenkai.or.jp
11053,170507206,北海道,札幌市豊平区,介護老人福祉施設月寒あさがおの郷,カイゴロウジンフクシシセツツキサムアサガオノサト,介護老人福祉施設,札幌市豊平区月寒西1条11丁目2番35号,,43.023473000000000,141.397758100000000,011-858-3333,170507206,,,0,http://www.keijinkai.com/asagao/
11053,170508428,北海道,札幌市豊平区,特別養護老人ホーム　ノテとよひらの里,トクベツヨウゴロウジンホーム　ノテトヨヒラノサト,介護老人福祉施設,札幌市豊平区豊平3条11丁目2-15,,43.046789372818800,141.380453681090000,011-820-5200,170508428,,,0,http://www.note.or.jp/facilities/details/04/
11053,170512594,北海道,札幌市豊平区,特別養護老人ホームアビターレアネックス,トクベツヨウゴロウジンホームアビターレアネックス,介護老人福祉施設,北海道札幌市豊平区平岸2条2丁目1番10号,,43.041165561165700,141.367507038762000,011-821-7000,170512594,,,0,http://www.aizenkai.or.jp/
11053,170515456,北海道,札幌市豊平区,特別養護老人ホーム　ノテ中の島,トクベツヨウゴロウジンホーム　ノテナカノシマ,介護老人福祉施設,北海道札幌市豊平区中の島2条5丁目5番1号,,43.031019347911400,141.362078708598000,011-376-5580,170515456,,,,https://www.note.or.jp/facilities/shisetsu/tokuyou/tokuyou-note-nakanoshima/
11061,170505036,北海道,札幌市南区,特別養護老人ホームらいらっく,トクベツヨウゴロウジンホームライラック,介護老人福祉施設,札幌市南区藤野4条4丁目20番30号,,42.956322600000000,141.301727500000000,011-591-9000,170505036,,,0,http://www.hokushikai-lilac.com/
11061,170513790,北海道,札幌市南区,特別養護老人ホームふじの,トクベツヨウゴロウジンホームフジノ,介護老人福祉施設,北海道札幌市南区藤野2条12丁目20番1号,,42.963394000000000,141.275762300000000,011-211-0230,170513790,,,,http://suzuran-fukushi.jp/
11061,170500169,北海道,札幌市南区,特別養護老人ホーム　和幸園,トクベツヨウゴロウジンホーム　ワコウエン,介護老人福祉施設,札幌市南区石山932番地３,,42.953751800000000,141.337930300000000,011-591-5210,170500169,,,120,http://hapinisu.com
11061,170500342,北海道,札幌市南区,高齢者総合福祉施設　サン・グレイス,コウレイシヤソウゴウフクシシセツ　サン・グレイス,介護老人福祉施設,札幌市南区川沿１３条３丁目５番１号,,42.978297038143700,141.332485155017000,011-571-6000,170500342,,,0,http://www.aizenkai.or.jp/
11061,170500177,北海道,札幌市南区,特別養護老人ホーム　ドリームハウス,トクベツヨウゴロウジンホウムドリイムハウス,介護老人福祉施設,北海道札幌市南区北ノ沢1819-9,,43.008904595352800,141.323807911115000,011-572-2100,170500177,,,90,http://maedakinen.org/
11061,170510002,北海道,札幌市南区,特別養護老人ホームもなみの里,トクベツヨウゴロウジンホームモナミノサト,介護老人福祉施設,北海道札幌市南区石山1条1丁目12番15号,,42.981134700000000,141.342692700000000,011-588-1165,170510002,,,80,http://kin-fukushikai.jp/
11061,170512446,北海道,札幌市南区,特別養護老人ホームらいらっく,トクベツヨウゴロウジンホームライラック,介護老人福祉施設,札幌市南区藤野4条4丁目20番30号,,42.956322600000000,141.301727500000000,011-591-9000,170512446,,,0,https://nomad-haru.com/
11070,170400097,北海道,札幌市西区,特別養護老人ホーム　手稲リハビリテーションセンター,トクベツヨウゴロウジンホーム　テイネリハビリテーションセンター,介護老人福祉施設,札幌市西区宮の沢490番地,,43.085170100000000,141.254933400000000,011-663-2931,170400097,,,131,http://www.kouyuukai.com
11070,170400204,北海道,札幌市西区,特別養護老人ホーム　西野ケアセンター,トクベツヨウゴロウジンホーム　ニシノケアセンター,介護老人福祉施設,札幌市西区西野2条8丁目1-8,,43.081015300000000,141.274493200000000,011-669-6660,170400204,,,80,http://www.kouyuukai.com
11070,170400147,北海道,札幌市西区,特別養護老人ホーム五天山園,トクベツヨウゴロウジンホームゴテンザンエン,介護老人福祉施設,札幌市西区平和54番地3,,43.055409900000000,141.261675900000000,011-667-1133,170400147,,,0,https://gotenzan.com/
11070,170401947,北海道,札幌市西区,特別養護老人ホームさくら苑,トクベツヨウゴロウジンホームサクラエン,介護老人福祉施設,札幌市西区発寒１７条３丁目４番３０号,,43.109709900000000,141.294395500000000,011-669-7000,170401947,,,0,https://sakurakai-gp.or.jp/
11070,170401962,北海道,札幌市西区,特別養護老人ホームはっさむはる,トクベツヨウゴロウジンホームハッサムハル,介護老人福祉施設,札幌市西区発寒１１条１丁目３番２０号,,43.090726200000000,141.299957300000000,011-662-0001,170401962,,,0,http://www.nomad.or.jp
11070,170404107,北海道,札幌市西区,特別養護老人ホーム三陽,トクベツヨウゴロウジンホームサンヨウ,介護老人福祉施設,北海道札幌市西区八軒５条西８丁目５番１号,,43.092156741146200,141.302426729886000,011-633-0300,170404107,,,0,http://www.seikeikai.server-shared.com/san-you/
11070,170405625,北海道,札幌市西区,特別養護老人ホーム　福井園,トクベツヨウゴロウジンホーム　フクイエン,介護老人福祉施設,北海道札幌市西区福井10丁目8番3号,,43.047116700000000,141.261420800000000,011-596-0605,170405625,,,80,https://www.youranfukushikai.jp/fukuien/
11070,170405856,北海道,札幌市西区,特別養護老人ホーム　満快のふる郷山の手,トクベツヨウゴロウジンホーム　マンカイノフルサトヤマノテ,介護老人福祉施設,札幌市西区山の手3条11丁目2番20号特別養護老人ホーム　満快のふる郷山の手,特別養護老人ホーム　満快のふる郷山の手,43.065329200000000,141.289921500000000,011-590-0292,170405856,,,,https://ousyukai.or.jp/
11088,170513220,北海道,札幌市厚別区,特別養護老人ホームノテ新さっぽろの里,トクベツヨウゴロウジンホームノテシンサッポロノサト,介護老人福祉施設,北海道札幌市厚別区上野幌1条1丁目2-25,,43.023875400000000,141.465924100000000,011-892-2221,170513220,,,0,https://www.note.or.jp/facilities/shisetsu/tokuyou/tokuyou-sinsapporonosato/
11088,170500268,北海道,札幌市厚別区,特別養護老人ホーム厚別栄和荘,トクベツヨウゴロウジンホームアツベツエイワソウ,介護老人福祉施設,札幌市厚別区厚別町山本７５０番地６,,43.058543900000000,141.462566900000000,011-896-2565,170500268,,,0,https://www.eiwakai.or.jp/
11088,170500037,北海道,札幌市厚別区,特別養護老人ホームかりぷ・あつべつ,トクベツヨウゴロウジンホームカリプ・アツベツ,介護老人福祉施設,北海道札幌市厚別区厚別中央５条６丁目５番２０号,,43.046528856242100,141.472083300664000,011-896-1165,170500037,,,80,http://www.karipu.jp/
11088,170503387,北海道,札幌市厚別区,特別養護老人ホーム青葉のまち,トクベツヨウゴロウジンホームアオバノマチ,介護老人福祉施設,札幌市厚別区青葉町15丁目18番1号,,43.026947500000000,141.483764000000000,011-891-7700,170503387,,,0,http://www.hokurou.or.jp/aoba/
11088,170508956,北海道,札幌市厚別区,特別養護老人ホーム　厚別園,トクベツヨウゴロウジンホーム　アツベツエン,介護老人福祉施設,札幌市厚別区厚別東5条3丁目24番地9,,43.048931200000000,141.478844000000000,011-375-1050,170508956,,,0,https://www.youranfukushikai.jp/
11088,170511281,北海道,札幌市厚別区,特別養護老人ホーム　光生舎　ゆいま～る・もみじ台,トクベツヨウゴロウジンホーム　コウセイシャ　ユイマ～ル・モミジダイ,介護老人福祉施設,北海道札幌市厚別区もみじ台南3丁目4番1号,,43.024717500000000,141.494860300000000,011-899-1600,170511281,,,80,http://www.koseisya.or.jp/
11088,170512461,北海道,札幌市厚別区,特別養護老人ホーム「サポーティ・もみじ台」,トクベツヨウゴロウジンホームサポーティ・モミジダイ,介護老人福祉施設,北海道札幌市厚別区もみじ台北6丁目2-5-2,,43.035085700000000,141.493215400000000,011-897-8000,170512461,,,0,http://www.hokurou.or.jp/
11088,170513766,北海道,札幌市厚別区,特別養護老人ホームあつべつ南５丁目,トクベツヨウゴロウジンホームアツベツミナミゴチョウメ,介護老人福祉施設,北海道札幌市厚別区厚別南５丁目１-１０,,43.023681000000000,141.472346400000000,011-375-0526,170513766,,,,https://www.eiwakai.or.jp/
11096,170400188,北海道,札幌市手稲区,特別養護老人ホーム　ていね大空,トクベツヨウゴロウジンホーム　テイネオオゾラ,介護老人福祉施設,札幌市手稲区曙11条2丁目3番10号,,43.143904600000000,141.233459400000000,011-684-5839,170400188,,,0,http://www.s-souseikai.or.jp/
11096,170400196,北海道,札幌市手稲区,特別養護老人ホーム　神愛園手稲,トクベツヨウゴロウジンホーム　シンアイエンテイネ,介護老人福祉施設,札幌市手稲区手稲金山１３１番地４,,43.122171278449500,141.200372371194000,011-681-3092,170400196,,,80,http://www.shinaien.or.jp
11096,170400105,北海道,札幌市手稲区,特別養護老人ホ－ム　愛輪園,トクベツヨウゴロウジンホーム　アイリンエン,介護老人福祉施設,札幌市手稲区西宮の沢４条３丁目3番４０号,,43.100004900000000,141.256502200000000,011-683-5521,170400105,,,0,http://www.tanakamedical.net
11096,170403992,北海道,札幌市手稲区,介護老人福祉施設　手稲つむぎの杜,カイゴロウジンフクシシセツ　テイネツムギノモリ,介護老人福祉施設,北海道札幌市手稲区前田2条10丁目1番7号,,43.120830100000000,141.249259900000000,011-685-3726,170403992,,,80,http://www.keijinkai.com/tsumugi/
11096,170404636,北海道,札幌市手稲区,特別養護老人ホームあすかＨＯＵＳＥ手稲,トクベツヨウゴロウジンホームアスカハウステイネ,介護老人福祉施設,北海道札幌市手稲区曙１１条１丁目７－７,,43.146529400000000,141.238953400000000,011-685-8000,170404636,,,0,http://asuka-sw.jp/
11096,170400121,北海道,札幌市手稲区,特別養護老人ホーム　札幌市稲寿園,トクベツヨウゴロウジンホーム　サッポロシトウジュエン,介護老人福祉施設,北海道札幌市手稲区曙5条2丁目2-21,,43.132808800000000,141.237407100000000,011-682-2160,170400121,,,100,http://www.sapporojikeikai.or.jp/toujuen
11096,170405138,北海道,札幌市手稲区,介護老人福祉施設　手稲ロータス,カイゴロウジンフクシシセツ　テイネロータス,介護老人福祉施設,北海道札幌市手稲区稲穂3条6丁目7番5号介護老人福祉施設　手稲ロータス,介護老人福祉施設　手稲ロータス,43.126150300000000,141.215032200000000,011-685-8181,170405138,,,,https://teinelotuskai.com
11100,170500284,北海道,札幌市清田区,特別養護老人　ノテホームふるさと,トクベツヨウゴロウジンホームノテフルサト,介護老人福祉施設,札幌市清田区真栄434番地6,,42.972199600000000,141.432388600000000,011-885-8800,170500284,,,80,https://www.note.or.jp/facilities/details/02/
11100,170500060,北海道,札幌市清田区,特別養護老人ホーム　秀寿園,トクベツヨウゴロウジンホーム　シュウジュエン,介護老人福祉施設,札幌市清田区真栄３９５番地１,,42.976632600000000,141.439304300000000,011-885-7111,170500060,,,0,http://www.syujyukai.or.jp/shujyuen
11100,170500243,北海道,札幌市清田区,特別養護老人ホーム神愛園清田,トクベツヨウゴロウジンホームシンアイエンキヨタ,介護老人福祉施設,北海道札幌市清田区清田6条1丁目1番30号,,42.996529700000000,141.420438200000000,011-886-6800,170500243,,,0,http://www.shinaien.or.jp/
11100,170504773,北海道,札幌市清田区,特別養護老人ホーム　ひらおか梅花実,トクベツヨウゴロウジンホーム　ヒラオカウメハナミ,介護老人福祉施設,札幌市清田区平岡３条３丁目１番８号,,43.000355100000000,141.450293600000000,011-884-8886,170504773,,,80,http://www.eiwakai.or.jp
11100,170509335,北海道,札幌市清田区,特別養護老人ホーム　ケアタウン美しが丘,トクベツヨウゴロウジンホーム　ケアタウンウツクシガオカ,介護老人福祉施設,北海道札幌市清田区真栄3条2丁目23番15号,,42.988232295250800,141.443223207410000,011-885-7100,170509335,,,80,http://www.syujyukai.or.jp
11100,170513642,北海道,札幌市清田区,特別養護老人ホーム　緑愛園,トクベツヨウゴロウジンホーム　リョクアイエン,介護老人福祉施設,札幌市清田区北野1条1丁目6-28,,43.009338900000000,141.426703700000000,011-884-0123,170513642,,,80,www.hokurou.or.jp
11100,170500367,北海道,札幌市清田区,特別養護老人ホーム清幌園,トクベツヨウゴロウジンホームセイコウエン,介護老人福祉施設,北海道札幌市清田区北野７条４丁目８番２５号,,43.021305500000000,141.443520700000000,011-881-7340,170500367,,,0,http://s-seikouen.or.jp
12025,171500184,北海道,函館市,特別養護老人ホ－ム恵楽園,トクベツヨウゴロウジンホームケイラクエン,介護老人福祉施設,北海道函館市柏野町１１７番地,,41.790963000000000,141.154155700000000,0138-85-2893,171500184,,,50,http://www.esan-keiaikai.com/
12025,171403603,北海道,函館市,特別養護老人ホーム　桔梗みのりの里,トクベツヨウゴロウジンホーム　キキョウミノリノサト,介護老人福祉施設,北海道函館市桔梗1丁目3番8号,,41.829687300000000,140.731047300000000,0138-46-5151,171403603,,,100,http://keiseikai-h.or.jp/minorihp/index.html
12025,171403579,北海道,函館市,特別養護老人ホームあい亀田港,トクベツヨウゴロウジンホームアイカメダミナト,介護老人福祉施設,北海道函館市亀田港町56番12号,,41.811829126250000,140.721785152918000,0138-62-6300,171403579,,,60,http://ai-sinyukai..jp
12025,171400948,北海道,函館市,特別養護老人ホーム　シンフォニー,トクベツヨウゴロウジンホーム　シンフォニー,介護老人福祉施設,北海道函館市中野町７４－１,,41.763353600000000,140.839165900000000,0138-58-2000,171400948,,,100,https://www.behappy-symphony.com/
12025,171400294,北海道,函館市,旭ヶ岡の家介護老人福祉施設,アサヒガオカノイエカイゴロウジンフクシシセツ,介護老人福祉施設,北海道函館市旭岡町78番地,,41.807304461994600,140.843589443517000,0138-50-2121,171400294,,,0,http://www.asahigaoka.jp/
12025,171401490,北海道,函館市,特別養護老人ホーム　おおぞら,トクベツヨウゴロウジンホームオオゾラ,介護老人福祉施設,北海道函館市銅山町12番地,,41.792527800000000,140.815014200000000,0138-36-1100,171401490,,,0,http://oozora-tokuyou.com/
12025,171500291,北海道,函館市,介護老人福祉施設　みなみかやべ荘,カイゴロウジンフクシシセツ　ミナミカヤベソウ,介護老人福祉施設,函館市川汲町９８６番１３,,41.901778600000000,140.985860800000000,0135-25-5300,171500291,,,50,http://minami.kyouai-kai.com
12025,171400237,北海道,函館市,特別養護老人ホーム　百楽園,トクベツヨウゴロウジンホーム　ヒャクラクエン,介護老人福祉施設,北海道函館市高丘町3番1号,,41.787626141825900,140.801351936909000,0138-57-7418,171400237,,,100,https://hyakuraku.koseiin.or.jp/
12025,171402522,北海道,函館市,ももハウス,モモハウス,介護老人福祉施設,函館市赤川町390番地の2,,41.836576300000000,140.769568700000000,0138-47-3335,171402522,,,0,http://momo-house.koseiin.or.jp/
12025,171400021,北海道,函館市,特別養護老人ホーム幸成園,トクベツヨウゴロウジンホームコウセイエン,介護老人福祉施設,函館市桔梗町４３５－２８,,41.846541100000000,140.742511700000000,0138-47-1113,171400021,,,0,http://www.kouseien.jp
12025,171403595,北海道,函館市,特別養護老人ホーム幸成園,トクベツヨウゴロウジンホームコウセイエン,介護老人福祉施設,函館市桔梗町435番地28,,41.846541100000000,140.742511700000000,0138-47-1113,171403595,,,0,http://www.kouseien.jp
12025,171400229,北海道,函館市,特別養護老人ホーム函館はくあい園,トクベツヨウゴロウジンホームハコダテハクアイエン,介護老人福祉施設,北海道函館市吉川町３番１６号,,41.792293900000000,140.728512300000000,0138-45-5250,171400229,,,50,http://www.h-shoujukai.com/
12025,171403587,北海道,函館市,特別養護老人ホーム函館はくあい園,トクベツヨウゴロウジンホームハコダテハクアイエン,介護老人福祉施設,北海道函館市吉川町３番１６号,,41.792293900000000,140.728512300000000,0138-45-5250,171403587,,,50,http://www.h-shoujukai.com/
12025,171400211,北海道,函館市,福寿荘さくら館,フクジュソウサクラカン,介護老人福祉施設,函館市石川町１８９－１９,,41.836325400000000,140.741642600000000,0138-34-7101,171400211,,,0,http://www.jinaikai.net
12025,171405137,北海道,函館市,広域型特別養護老人ホーム　ベルソーレ,コウイキガタトクベツヨウゴロウジンホーム　ベルソーレ,介護老人福祉施設,北海道函館市日吉町4丁目16-20広域型特別養護老人ホーム　ベルソーレ,広域型特別養護老人ホーム　ベルソーレ,41.805458900000000,140.790696100000000,0138-30-7777,171405137,,,100,
