都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL
11037,190200410,北海道,札幌市東区,ヘルパーステーションリ・ボン,ヘルパーステーションリ・ボン,定期巡回・随時対応型訪問介護看護,北海道札幌市東区東苗穂3条1丁目2-65,,43.087463600000000,141.401398600000000,011-214-0157,190200410,,,0,http://www.oira-ku..com/
11037,190200485,北海道,札幌市東区,ケアステーションなないろ,ケアステーションナナイロ,定期巡回・随時対応型訪問介護看護,北海道札幌市東区東苗穂３条１丁目２－９０東苗穂ナーシングケアセンターひだまり内,東苗穂ナーシングケアセンターひだまり内,43.088682900000000,141.399357000000000,011-780-5522,190200485,,,0,http://www.houseikai.or.jp/niji/
11037,190200790,北海道,札幌市東区,ノア地域巡回センターモエレ,ノアチイキジュンカイセンターモエレ,定期巡回・随時対応型訪問介護看護,北海道札幌市東区中沼西３条２丁目７番8号ノアガーデンモエレヒルズ,ノアガーデンモエレヒルズ,43.130742000000000,141.414739000000000,011-374-7302,190200790,,,0,http://www.noah-konzer.com
11037,190201129,北海道,札幌市東区,カレス定期巡回随時対応型訪問介護看護事業所,カレステイキジュンカイズイジタイオウガタホウモンカイゴカンゴジギョウショ,定期巡回・随時対応型訪問介護看護,北海道札幌市東区北12条東4丁目１番１号カレスプレミアムガーデン,カレスプレミアムガーデン,43.076708100000000,141.358802900000000,011-722-3336,190201129,,,30,http://www.p-garden.jp/index.html
11037,190201459,北海道,札幌市東区,グレース定期巡回随時対応型訪問介護看護,グレーステイキジュンカイズイジタイオウガタホウモンカイゴカンゴ,定期巡回・随時対応型訪問介護看護,北海道札幌市東区東苗穂14条3丁目1番57号有料老人ホーム　カルミア,有料老人ホーム　カルミア,43.108786800000000,141.424659000000000,011-790-7875,190201459,,,0,
11037,190201566,北海道,札幌市東区,ノア地域巡回センター北6条,ノアチイキジュンカイセンターキタロクジョウ,定期巡回・随時対応型訪問介護看護,北海道札幌市東区北6条東6丁目1-1ノアガーデングランテラス　1階,ノアガーデングランテラス　1階,43.070519900000000,141.364130600000000,011-733-7000,190201566,,,0,http://www.noah-konzer.com
11037,190100859,北海道,札幌市東区,グッドタイムサポート・札幌,グッドタイムサポート・サッポロ,定期巡回・随時対応型訪問介護看護,札幌市東区北20条東1丁目4番1号,,43.051870200000000,141.347309600000000,011-702-3294,190100859,,,0,
11037,190201830,北海道,札幌市東区,勤医協　訪問介護看護24時間　ひなた,キンイキョウ　ホウモンカイゴカンゴニジュウヨジカン　ヒナタ,定期巡回・随時対応型訪問介護看護,北海道札幌市東区伏古10条2丁目19番8号ひまわり伏古ビル1階,ひまわり伏古ビル1階,43.095009600000000,141.395843200000000,011-786-7900,190201830,,,0,
11037,190201897,北海道,札幌市東区,ライブラリ札幌定期巡回・随時対応型訪問介護看護事業所,ライブラリサッポロテイキジュンカイ・ズイジタイオウガタホウモンカイゴカンゴジギョウショ,定期巡回・随時対応型訪問介護看護,北海道札幌市東区北23条東17丁目1番10号ライブラリ元町,ライブラリ元町,43.093197500000000,141.374767100000000,011-214-0322,190201897,,,0,
11037,190201640,北海道,札幌市東区,福祉生協　東ラウンド24,フクシセイキョウ　ヒガシラウンド24,定期巡回・随時対応型訪問介護看護,北海道札幌市東区北10条東7丁目1-30イリス北10条,イリス北10条,43.074740600000000,141.364135300000000,011-299-5825,190201640,,,58,https://www.hukushiseikyou.or.jp/
11037,190201665,北海道,札幌市東区,24時間定期巡回訪問サービスブルースターEAST,ニジュウヨジカンテイキジュンカイホウモンサービスブルースターイースト,定期巡回・随時対応型訪問介護看護,北海道札幌市東区北34条東24丁目２番１号,,43.103133800000000,141.382736100000000,011-776-6207,190201665,,,0,https://east.blue-care.net/
11045,190501510,北海道,札幌市白石区,はばたきステーション２４,ハバタキステーション２４,定期巡回・随時対応型訪問介護看護,北海道札幌市白石区本郷通３丁目南４番１１号スピタール南郷丘　１階,スピタール南郷丘　１階,43.046295800000000,141.405564500000000,011-863-6500,190501510,,,0,http://habataki.co.jp
11045,190500967,北海道,札幌市白石区,さくら定期巡回・随時対応型訪問介護看護事業所,サクラテイキジュンカイズイジタイオウガタホウモンカイゴカンゴジギョウショ,定期巡回・随時対応型訪問介護看護,北海道札幌市白石区東札幌4条4丁目1-18,,43.051368560248200,141.391269074869000,011-827-7750,190500967,,,0,
11045,190500959,北海道,札幌市白石区,定期巡回・随時対応型訪問介護看護　徳洲苑しろいし,テイキジュンカイ・ズイジタイオウガタホウモンカイゴカンゴ　トクシュウエンシロイシ,定期巡回・随時対応型訪問介護看護,北海道札幌市白石区栄通18丁目4番10号,,43.029087400000000,141.431176900000000,011-836-1157,190500959,,,0,http://tokushuen-shiroishi.com/contents/about/
11045,190501395,北海道,札幌市白石区,勤医協訪問介護看護２４時間うらら,キンイキョウホウモンカイゴカンゴニジュウヨジカンウララ,定期巡回・随時対応型訪問介護看護,北海道札幌市白石区米里１条４丁目６番１０号,,43.071631374814700,141.419143804074000,011-874-1295,190501395,,,0,https://kin-fukushikai.jp/
11045,190502039,北海道,札幌市白石区,オストケアしろいし２４,オストケアシロイシニジュウヨン,定期巡回・随時対応型訪問介護看護,北海道札幌市白石区平和通１丁目南２番３号イオル平和通内,イオル平和通内,43.054886700000000,141.406127900000000,011-867-2943,190502039,,,0,
11045,190502088,北海道,札幌市白石区,勤医協訪問介護看護２４時間オリーブ,キンイキョウホウモンカイゴカンゴ２４ジカンオリーブ,定期巡回・随時対応型訪問介護看護,北海道札幌市白石区本通７丁目北２－１６,,43.046531200000000,141.416776500000000,011-863-8233,190502088,,,,https://kin-fukushikai.jp/
11045,190503599,北海道,札幌市白石区,ノア地域巡回センター白石,ノアチイキジュンカイセンターシロイシ,定期巡回・随時対応型訪問介護看護,北海道札幌市白石区本郷通1丁目北1-7ノアガーデンセイベリッサ1F,ノアガーデンセイベリッサ1F,43.050001800000000,141.401309600000000,011-865-7005,190503599,,,0,https://www.noah-konzer.com/
11045,190500876,北海道,札幌市白石区,福祉生協ラウンド２４,フクシセイキョウラウンド２４,定期巡回・随時対応型訪問介護看護,北海道札幌市白石区南郷通６丁目北２－１０イリス南郷通,イリス南郷通,43.042279600000000,141.409042100000000,011-865-0011,190500876,,,0,http://www.hukushiseikyou.or.jp
11045,190502898,北海道,札幌市白石区,ライブラリ札幌白石定期巡回・随時対応型訪問介護看護事業所,ライブラリサッポロシロイシテイキジュンカイズイジタイオウガタホウモンカイゴカンゴジギョウショ,定期巡回・随時対応型訪問介護看護,北海道札幌市白石区北郷３条１丁目１番１８号ライブラリ白石はな壱号館,ライブラリ白石はな壱号館,43.064504400000000,141.405380400000000,118798770,190502898,,,1,http://www.living-platform.com
11053,190501288,北海道,札幌市豊平区,オストケアとよひら24,オストケアトヨヒラニジュウヨン,定期巡回・随時対応型訪問介護看護,北海道札幌市豊平区美園7条3丁目２－１イオル美園,イオル美園,43.039362500000000,141.382555800000000,011-817-2943,190501288,,,0,http://www.ost-japan.com/
11053,190501247,北海道,札幌市豊平区,24時間訪問介護看護しらかば,２４ジカンホウモンカイゴカンゴシラカバ,定期巡回・随時対応型訪問介護看護,北海道札幌市豊平区月寒東3条18丁目20番48号サービス付き高齢者向け住宅　しらかばの杜,サービス付き高齢者向け住宅　しらかばの杜,43.018532700000000,141.423642100000000,011-826-5516,190501247,,,0,http://www.kouwakai.or.jp/shirakabadai/mori.html
11053,190501270,北海道,札幌市豊平区,勤医協訪問介護看護２４時間つなぐ,キンイキョウホウモンカイゴカンゴ２４ジカン　ツナグ,定期巡回・随時対応型訪問介護看護,北海道札幌市豊平区平岸６条１２丁目９-２５,,43.027238800000000,141.379651100000000,011-820-4037,190501270,,,0,
11053,190501437,北海道,札幌市豊平区,西岡定期巡回ステーション,ニシオカテイキジュンカイステーション,定期巡回・随時対応型訪問介護看護,北海道札幌市豊平区西岡4条10丁目3番3号カペラ西岡,カペラ西岡,43.001451200000000,141.384244400000000,011-836-3737,190501437,,,0,
11053,190502369,北海道,札幌市豊平区,リボン定期巡回センター平岸,リボンテイキジュンカイセンターヒラギシ,定期巡回・随時対応型訪問介護看護,北海道札幌市豊平区平岸1条13丁目4-11,,43.026577500000000,141.364415000000000,011-837-2727,190502369,,,47,https://goldhills-hiragishi.jp/
11053,190502583,北海道,札幌市豊平区,ノア地域巡回センター福住中央,ノアチイキジュンカイセンターフクズミチュウオウ,定期巡回・随時対応型訪問介護看護,北海道札幌市豊平区福住1条2丁目9-23ノアガーデンペイサージュ　1階,ノアガーデンペイサージュ　1階,43.018810400000000,141.399962400000000,011-850-2001,190502583,,,0,http://www.noah-konzer.com/
11053,190502641,北海道,札幌市豊平区,ノア地域巡回センター福住南,ノアチイキジュンカイセンターフクズミミナミ,定期巡回・随時対応型訪問介護看護,北海道札幌市豊平区福住1条5丁目3-1ノアガーデン　シーズンベル1F,ノアガーデン　シーズンベル1F,43.015141300000000,141.394835900000000,011-859-3001,190502641,,,0,https://www.noah-konzer.com/
11053,190502740,北海道,札幌市豊平区,ノア地域巡回センター月寒西,ノアチイキジュンカイセンターツキサムニシ,定期巡回・随時対応型訪問介護看護,北海道豊平区月寒西2条8丁目3-8ノアガーデン　アビークロエ,ノアガーデン　アビークロエ,43.027922800000000,141.392617600000000,011-852-1015,190502740,,,0,http://www.noah-konzer.com/
11053,190503565,北海道,札幌市豊平区,SOMPOケア　豊平　定期巡回,ソンポケア　トヨヒラ　テイキジュンカイ,定期巡回・随時対応型訪問介護看護,豊平3条1丁目1番38号,,43.055420000000000,141.366014500000000,011-887-0303,190503565,,,,https://www.sompocare.com/service/home/satsuki/H000469
11061,190501528,北海道,札幌市南区,あいぜん24時間ケアサポートみなみ,アイゼン２４ジカンケアサポートミナミ,定期巡回・随時対応型訪問介護看護,北海道札幌市南区川沿14条2丁目1番36号すこやか愛ちゃんビル3階,すこやか愛ちゃんビル3階,42.977215600000000,141.336251700000000,011-572-2400,190501528,,,0,http://www.aizenkai.or.jp
11061,190501197,北海道,札幌市南区,勤医協定期巡回・随時対応型訪問介護看護　もなみの里,キンイキョウ　テイキジュンカイ・ズイジタイオウガタホウモンカイゴカンゴ　モナミノサト,定期巡回・随時対応型訪問介護看護,北海道札幌市南区藤野3条4丁目15番35号,,42.981134700000000,141.342692700000000,011-590-8278,190501197,,,0,kin-minami-helper@kin-ikyo.jp
11070,190400945,北海道,札幌市西区,サポート24札幌,サポート24サッポロ,定期巡回・随時対応型訪問介護看護,北海道札幌市西区西野5条2丁目7-8ドリームス西野　401号室,ドリームス西野　401号室,43.068321100000000,141.275969800000000,011-215-5759,190400945,,,0,lifedesign-gr.jp/
11070,190401208,北海道,札幌市西区,こころね八軒,定期巡回随時対応型訪問介護看護,定期巡回・随時対応型訪問介護看護,八軒５条西１０丁目1-24ココロホーム八軒,ココロホーム八軒,43.094072700000000,141.300084700000000,011-642-5560,190401208,,,0,
11070,190400283,北海道,札幌市西区,ノア地域巡回センター,ノアチイキジュンカイセンター,定期巡回・随時対応型訪問介護看護,北海道札幌市西区八軒9条西4丁目5-20ノアガーデンA館内,ノアガーデンA館内,43.094287700000000,141.312650400000000,011-632-1115,190400283,,,0,http://www.noah-konzer.com/
11070,190400929,北海道,札幌市西区,ノア地域巡回センター発寒西,ノアチイキジュンカイセンターハッサムニシ,定期巡回・随時対応型訪問介護看護,北海道札幌市西区発寒6条13丁目3-61ノアガーデンブランジェ　1階,ノアガーデンブランジェ　1階,43.095041500000000,141.271456700000000,011-669-2200,190400929,,,0,http://www.noah-konzer.com
11070,190401398,北海道,札幌市西区,ノア地域巡回センター発寒中央,ノアチイキジュンカイセンターハッサムチュウオウ,定期巡回・随時対応型訪問介護看護,北海道札幌市西区発寒8条13丁目1-1ノアガーデンコニーズバレー,ノアガーデンコニーズバレー,43.096804900000000,141.275098900000000,011-676-1001,190401398,,,0,http://www.noah-konzer.com/
11070,190401489,北海道,札幌市西区,トラストケア定期巡回・随時対応型訪問介護看護事業所,トラストケアテイキジュンカイ・ズイジタイオウガタホウモンカイゴカンゴジギョウショ,定期巡回・随時対応型訪問介護看護,北海道札幌市西区福井1丁目9番15号有料老人ホームふくいトラストホーム,有料老人ホームふくいトラストホーム,43.059575000000000,141.276035000000000,011-215-5400,190401489,,,,http://meguminokaigo.jp/
11070,190401612,北海道,札幌市西区,定期巡回随時対応型訪問介護看護フルハウス二十四軒,テイキジュンカイズイジタイオウガタホウモンカイゴカンゴｈルウハウスニジュウヨンケン,定期巡回・随時対応型訪問介護看護,北海道札幌市西区二十四軒1条2丁目3番15号,,43.069108000000000,141.314211700000000,011-676-9920,190401612,,,,
11070,190400499,北海道,札幌市西区,ノア地域巡回センター発寒,ノアチイキジュンカイセンターハッサム,定期巡回・随時対応型訪問介護看護,北海道札幌市西区発寒10条2丁目8番5号ノアガーデン　ル･スリジエ,ノアガーデン　ル･スリジエ,43.090678900000000,141.298629600000000,011-676-2203,190400499,,,3,http://www.noah-group.jp
11070,190401166,北海道,札幌市西区,さくら苑巡回センター,サクラエンジュンカイセンター,定期巡回・随時対応型訪問介護看護,札幌市西区発寒１７条３丁目４－３０,,43.109745100000000,141.294470800000000,116692006,190401166,,,,http://sakurakai-gp.or.jp
11088,190500918,北海道,札幌市厚別区,巡回ステーション白ゆり新さっぽろ,ジュンカイステーションシラユリシンサッポロ,定期巡回・随時対応型訪問介護看護,北海道札幌市厚別区厚別東１条２丁目１番１号ライフプレステージ白ゆり新さっぽろ,ライフプレステージ白ゆり新さっぽろ,43.040032100000000,141.484257700000000,011-899-2002,190500918,,,0,http://www.shirayuri.gr.jp/
11088,190501254,北海道,札幌市厚別区,オストケアあつべつ24,オストケアアツベツニジュウヨン,定期巡回・随時対応型訪問介護看護,北海道札幌市厚別区もみじ台北6丁目1番30号イオルもみじ台,イオルもみじ台,43.034977300000000,141.491051700000000,011-809-2943,190501254,,,0,http://www.ost-japan.com/
11096,190400796,北海道,札幌市手稲区,定期巡回ステーションゆい,テイキジュンカイステーションユイ,定期巡回・随時対応型訪問介護看護,北海道札幌市手稲区稲穂2条7丁目10番17号ウィンポートワン102号,ウィンポートワン102号,43.130611100000000,141.211975700000000,011－676－4517,190400796,,,20,https://careconnectyui.wixsite.com/teikijyunnkai-yui
11096,190401141,北海道,札幌市手稲区,勤医協訪問看護24時間きらり,キンイキョウホウモンカイゴカンゴ24ジカンキラリ,定期巡回・随時対応型訪問介護看護,札幌市手稲区新発寒6条3丁目9番3号,,43.117273200000000,141.279097500000000,011-688-1294,190401141,,,0,https://kin-fukushikai.jp/
11096,190401232,北海道,札幌市手稲区,定期巡回随時対応型訪問介護看護　フルハウス手稲駅前,テイキジュンカイズイジタイオウガタホウモンカイゴカンゴフルハウステイネエキマエ,定期巡回・随時対応型訪問介護看護,北海道札幌市手稲区曙2条1丁目10-16,,43.128246400000000,141.241426300000000,011-699-5330,190401232,,,,https://human-systemjapan.com/
11096,190401257,北海道,札幌市手稲区,ツクイ・サンフォレスト札幌西野,ツクイ・サンフォレストサツポロニシノ,定期巡回・随時対応型訪問介護看護,札幌市西区西野6条8丁目１０番５号,,43.073419100000000,141.266535100000000,011-668-2656,190401257,,,0,www.tsukui.net
11096,190401349,北海道,札幌市手稲区,ノア地域巡回センター西宮の沢,ノアチイキジュンカイセンターニシミヤノサワ,定期巡回・随時対応型訪問介護看護,北海道札幌市手稲区西宮の沢4条1丁目11-20ノアガーデン　オリヴィエ　1F,ノアガーデン　オリヴィエ　1F,43.097939200000000,141.262745300000000,011-671-6002,190401349,,,0,http://www.noah-konzer.com/
11100,190502831,北海道,札幌市清田区,24ケアステーション　ノテ真栄,ニイヨンケアステーション　ノテシンエイ,定期巡回・随時対応型訪問介護看護,北海道札幌市清田区真栄434番地6,,42.972435200000000,141.432573600000000,011-885-5555,190502831,,,45,https://www.note.or.jp/facilities/zaitaku/teiki-houmon/teiki-houmon-note-shinnei/
11100,190501007,北海道,札幌市清田区,鈴木内科介護看護センター,スズキナイカカイゴカンゴセンター,定期巡回・随時対応型訪問介護看護,北海道札幌市清田区美しが丘2条4丁目17-1医療介護支援住宅美しが丘,医療介護支援住宅美しが丘,42.983758900000000,141.451226400000000,011-398-5333,190501007,,,46,http://www.suzukinaika.or.jp/
11100,190501452,北海道,札幌市清田区,ノア地域巡回センター美しが丘,ノアチイキジュンカイセンターウツクシガオカ,定期巡回・随時対応型訪問介護看護,札幌市清田区美しが丘２条１０丁目４－３ノアガーデン　レジェンド　１Ｆ,ノアガーデン　レジェンド　１Ｆ,42.975869600000000,141.466488300000000,011-888-1010,190501452,,,0,http://www.noah-konzer.com/
11100,190501536,北海道,札幌市清田区,勤医協訪問介護看護２４時間ココロ,キンイキョウホウモンカイゴカンゴ２４ジカンココロ,定期巡回・随時対応型訪問介護看護,北海道札幌市清田区清田１条２丁目５番８号,,43.004654300000000,141.438761000000000,011-885-1233,190501536,,,0,http://kin-fukushikai.jp/
11100,190503250,北海道,札幌市清田区,ノア地域巡回センター平岡,ノアチイキジュンカイセンターヒラオカ,定期巡回・随時対応型訪問介護看護,北海道清田区平岡5条1丁目7-10ノアガーデンエリザベス1F,ノアガーデンエリザベス1F,43.007819300000000,141.450392700000000,011-886-8002,190503250,,,0,https://www.noah-konzer.com/
12025,191400480,北海道,函館市,定期巡回・随時対応型訪問介護看護テーオーケアサービス,テイキジュンカイ・ズイジタイオウガタホウモンカイゴカンゴテーオーケアサービス,定期巡回・随時対応型訪問介護看護,北海道函館市北浜町5番12号,,41.797418400000000,140.727298300000000,0138-45-1011,191400480,,,0,https://to-ogasawara.co.jp
12025,191400605,北海道,函館市,ハッピーライフ彩絆,ハッピーライフイロハ,定期巡回・随時対応型訪問介護看護,北海道函館市日乃出町20番17号,,41.776262533881300,140.753501570279000,0138-84-6022,191400605,,,0,
12025,191400746,北海道,函館市,定期巡回・随時対応型訪問介護看護テーオーケアサービス,テイキジュンカイ・ズイジタイオウガタホウモンカイゴカンゴテーオーケアサービス,定期巡回・随時対応型訪問介護看護,北海道函館市北浜町5-12,,41.797543400000000,140.727878700000000,0138-45-1011,191400746,,,0,https://tohd.co.jp/distribution/heart/
12025,191400472,北海道,函館市,ホームケア定期巡回・随時対応型訪問介護看護事業所,ホームケアテイキジュンカイ・ズイジタイオウガタホウモンカイゴカンゴジギョウショ,定期巡回・随時対応型訪問介護看護,北海道函館市神山町２４６－１,,41.821568413809300,140.764488008521000,0138-30-1105,191400472,,,15,https://supportlife1995.co.jp/homecare/
12025,191401207,北海道,函館市,定期巡回・随時対応型訪問介護看護わらく,テイキジュンカイ・ズイジタイオウガタホウモンカイゴカンゴワラク,定期巡回・随時対応型訪問介護看護,北海道函館市石川町４６４－１,,41.834881100000000,140.743211400000000,0138-85-6688,191401207,,,,
12025,191400829,北海道,函館市,グッドタイムサポート・鍛冶,グッドタイムサポート・カジ,定期巡回・随時対応型訪問介護看護,北海道函館市鍛治2丁目35番22号グッドタイムホーム鍛冶,グッドタイムホーム鍛冶,41.803221600000000,140.759264900000000,0138-33-6555,191400829,,,,
12025,191401504,北海道,函館市,定期巡回・随時対応型訪問介護看護　アイリー,テイキジュンカイ・ズイジタイオウガタホウモンカイゴカンゴ　アイリー,定期巡回・随時対応型訪問介護看護,函館市石川町463番地8,,41.834045000000000,140.745270700000000,0138-86-6286,191401504,,,0,
12025,191400951,北海道,函館市,ＳＯＭＰＯケア函館昭和　定期巡回,ソンポケアハコダテショウワ　テイキジュンカイ,定期巡回・随時対応型訪問介護看護,北海道函館市昭和4丁目30-35ＳＯＭＰＯケア　そんぽの家函館昭和,ＳＯＭＰＯケア　そんぽの家函館昭和,41.816685800000000,140.731966400000000,0138-44-0105,191400951,,,0,https://www.sompocare.com
12025,191400340,北海道,函館市,よろこび定期巡回・随時対応型訪問介護看護事業所,ヨロコビテイキジュンカイ・ズイジタイオウガタホウモンカイゴカンゴジギョウショ,定期巡回・随時対応型訪問介護看護,函館市住吉町2番13号,,41.750584000000000,140.716253900000000,0138-22-3225,191400340,,,0,http://www.kojinkai-g.com/
12025,191401090,北海道,函館市,共愛会ケアステーション,キョウアイアカイケアステーション,定期巡回・随時対応型訪問介護看護,北海道函館市海岸町6-3,,41.785406300000000,140.740385200000000,0138-86-7540,191401090,,,0,
12025,191400613,北海道,函館市,定期巡回あーる,テイキジュンカイアール,定期巡回・随時対応型訪問介護看護,北海道函館市本町３５番１号,,41.788586100000000,140.735600700000000,0138-41-9911,191400613,,,0,
12025,191401165,北海道,函館市,巡回ステーション白ゆり美原,ジュンカイステーションシラユリミハラ,定期巡回・随時対応型訪問介護看護,北海道函館市美原2丁目50番2号ライフプレステージ白ゆり美原,ライフプレステージ白ゆり美原,41.822506400000000,140.759462600000000,0138-34-3239,191401165,,,,http://www.shirayuri.gr.jp/
