都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL
11061,150380079,北海道,札幌市南区,介護老人保健施設アートヒルズ,カイゴロウジンホケンシセツアートヒルズ,介護老人保健施設,北海道札幌市南区石山８３７番地４７,,42.958806800000000,141.340671500000000,011-592-8500,150380079,,,0,http://www.aizenkai.or.jp
11061,150580025,北海道,札幌市南区,介護老人保健施設　フォーシーズン真駒内,カイゴロウジンホケンシセツ　フォーシーズンマコマナイ,介護老人保健施設,北海道札幌市南区真駒内南町4丁目3番3号,,42.980674000000000,141.351908500000000,011-588-1200,150580025,,,76,https://fourseason.or.jp/
11061,150580082,北海道,札幌市南区,介護老人保健施設　フォーシーズン南34条,カイゴロウジンホケンシセツ　フォーシーズンミナミ34ジョウ,介護老人保健施設,北海道札幌市南区南34条西10丁目3番35号,,43.012487000000000,141.347657800000000,011-581-1200,150580082,,,80,http://fourseason.or.jp/
11061,150580074,北海道,札幌市南区,医療法人　晴生会　介護老人保健施設グラーネ北の沢,イリョウホウジン　セイセイカイ　カイゴロウジンホケンシセツグラーネキタノサワ,介護老人保健施設,北海道札幌市南区北の沢1804番52,,43.007950100000000,141.308230600000000,011-572-2002,150580074,,,100,https://www.aoikai.jp/grane/
11070,150480127,北海道,札幌市西区,ヴェラス八軒,ヴェラスハチケン,介護老人保健施設,八軒６条東４丁目4-22,,43.083706300000000,141.322921300000000,011-728-1165,150480127,,,0,
11070,150480010,北海道,札幌市西区,介護老人保健施設セージュ山の手,カイゴロウジンホケンシセツ　セージュヤマノテ,介護老人保健施設,北海道札幌市西区山の手4条5丁目3-1,,43.070456100000000,141.294003500000000,011-614-2111,150480010,,,0,https://www.seijyu-yama.jp/
11070,150480077,北海道,札幌市西区,介護老人保健施設　エル・クォール平和,カイゴロウジンホケンシセツ　エルクォールヘイワ,介護老人保健施設,札幌市西区平和２条１１丁目２番５号,,43.056720500000000,141.243830000000000,011-667-8111,150480077,,,100,http://www.seiwa-kai.or.jp/elqol
11070,150480085,北海道,札幌市西区,介護老人保健施設ぴあケアさくら,カイゴロウジンホケンシセツピアケアサクラ,介護老人保健施設,北海道札幌市西区小別沢９７番地,,43.049061200767300,141.267377622754000,011-668-2777,150480085,,,80,http://piacare.sub.jp/
11070,150480119,北海道,札幌市西区,介護老人保健施設平和の杜,カイゴロウジンホケンシセツヘイワノモリ,介護老人保健施設,北海道札幌市西区平和420番地,,43.057739993028300,141.226036673364000,011-668-2020,150480119,,,0,https://www.morinokai1001.jp
11088,150380038,北海道,札幌市厚別区,介護老人保健施設ナーシングヴィラ大谷地,カイゴロウジンホケンシセツナーシングウ゛ィラオオヤチ,介護老人保健施設,札幌市厚別区大谷地東5丁目7番10号,,43.022923516784100,141.457518331144000,011-892-3737,150380038,,,0,http://www.ohyachi-hp.or.jp/villa/
11088,150380046,北海道,札幌市厚別区,厚別老人保健施設ディ・グリューネン,アツベツロウジンホケンシセツ　ディ・グリューネン,介護老人保健施設,札幌市厚別区下野幌38-18,,43.039333000000000,141.502172800000000,011-898-5580,150380046,,,100,http://www.d-grunen.com
11088,150380095,北海道,札幌市厚別区,医療法人徳洲会　介護老人保健施設コスモス,イリョウホウジントクシュウカイ　カイゴロウジンホケンシセツコスモス,介護老人保健施設,札幌市厚別区厚別町山本１０６３―２８,,43.067156700000000,141.460436100000000,011-895-1110,150380095,,,0,http://www.cosmoskaigo.com/
11088,150380087,北海道,札幌市厚別区,介護老人保健施設あつべつ,カイゴロウジンホケンシセツアツベツ,介護老人保健施設,札幌市厚別区厚別町山本750番地6号,,43.058543900000000,141.462566900000000,011-896-5020,150380087,,,0,https://www.eiwakai.or.jp/
11096,150480069,北海道,札幌市手稲区,介護老人保健施設　ライフほしおき,カイゴロウジンホケンシセツ　ライフホシオキ,介護老人保健施設,札幌市手稲区星置1条4丁目2番10号,,43.132533000000000,141.208753600000000,011-694-6668,150480069,,,0,http://tenboukai.com/
11096,150480036,北海道,札幌市手稲区,介護老人保健施設　ほくと,カイゴロウジンホケンシセツ　ホクト,介護老人保健施設,札幌市手稲区手稲山口550番2,,43.141493100000000,141.210103000000000,011-681-5556,150480036,,,0,http://www.hokubukai.or.jp/
11096,150480051,北海道,札幌市手稲区,介護老人保健施設　手稲あんじゅ,カイゴロウジンホケンシセツ　テイネアンジュ,介護老人保健施設,札幌市手稲区稲穂5条2丁目6番1号介護老人保健施設　手稲あんじゅ,介護老人保健施設　手稲あんじゅ,43.117568700000000,141.227803000000000,011-685-8200,150480051,,,0,http://teinelotuskai.com/
11096,150480028,北海道,札幌市手稲区,介護老人保健施設　愛の里,カイゴロウジンホケンシセツ　アイノサト,介護老人保健施設,北海道札幌市手稲区西宮の沢1条4丁目14番5号,,43.107115200000000,141.262920700000000,011-681-6678,150480028,,,0,http://www.tanakamedical.net/ainosato/index.html
11100,150380145,北海道,札幌市清田区,医療法人社団　エス・エス・ジェイ　介護老人保健施設　北野の四季,イリョウホウジンシャダンエスエスジェイカイゴロウジンホケンシセツキタノノシキ,介護老人保健施設,北海道札幌市清田区北野１条２丁目１１番５０号,,43.006489900000000,141.430967200000000,011-881-2255,150380145,,,0,http://ssj-h.com/kitanonoshiki/
11100,150380061,北海道,札幌市清田区,介護老人保健施設ノテげんきのでる里,カイゴロウジンホケンシセツノテゲンキノデルサト,介護老人保健施設,札幌市清田区真栄434番地6,,42.972576404765900,141.432748016008000,011-885-5577,150380061,,,0,http://www.note.or.jp/facilities/type/02/
11100,150580058,北海道,札幌市清田区,介護老人保健施設　清田北翔館　まいあの里,カイゴロウジンホケンシセツ　キヨタホクショウカン　マイアノサト,介護老人保健施設,札幌市清田区里塚２条４丁目２番５３号,,42.984099100000000,141.463818500000000,011-885-6540,150580058,,,0,http://www.hokushokai.or.jp/maianosato/
12025,151480043,北海道,函館市,介護老人保健施設ケンゆのかわ,カイゴロウジンホケンシセツケンユノカワ,介護老人保健施設,北海道函館市湯川町3丁目29番15号,,41.783655000000000,140.791242100000000,0138-59-1211,151480043,,,0,http://ken-yuno.koseiin.or.jp/
12025,151480084,北海道,函館市,介護老人保健施設やわらぎ苑西桔梗,カイゴロウジンホケンシセツヤワラギエンニシキキョウ,介護老人保健施設,函館市西桔梗町735番地4,,41.845115300000000,140.716369000000000,0138-49-8555,151480084,,,96,http://www.yawaragikai.com/nishi/
12025,151480035,北海道,函館市,介護老人保健施設ジョイウェルス桔梗,カイゴロウジンホケンシセツジョイウェルスキキョウ,介護老人保健施設,函館市桔梗町５５７番地,,41.860313955936500,140.752973544180000,0138-46-8881,151480035,,,100,http://www.seijinkai-mori.jp/
12025,151480050,北海道,函館市,介護老人保健施設　響の杜,カイゴロウジンホケンシセツ　ヒビキノモリ,介護老人保健施設,北海道函館市陣川町９１番地４,,41.825522500000000,140.786462800000000,0138-31-8320,151480050,,,0,https://hibikino-mori.jp/
12025,151480068,北海道,函館市,介護老人保健施設ゆとりろ,カイゴロウジンホケンシセツユトリロ,介護老人保健施設,北海道函館市宝来町14番27号,,41.757647200000000,140.721847500000000,0138-23-7223,151480068,,,150,https://takahashi-group.jp/
12025,151480019,北海道,函館市,介護老人保健施設　グランドサン亀田,カイゴロウジンホケンシセツ　グランドサンカメダ,介護老人保健施設,北海道函館市石川町191番地4,,41.835844023740400,140.742888589024000,0138-46-3151,151480019,,,100,http://www.hakodate-kameda-hp.com
12025,151480100,北海道,函館市,介護老人保健施設　もも太郎,カイゴロウジンホケンシセツ　モモタロウ,介護老人保健施設,函館市赤川町388番地1,,41.836295700000000,140.768502100000000,0138-47-5550,151480100,,,100,http://momo-taro.koseiin.or.jp/
12025,151480027,北海道,函館市,介護老人保健施設ロイヤルヒルズ日吉,カイゴロウジンホケンシセツロイヤルヒルズヒヨシ,介護老人保健施設,北海道函館市日吉町4丁目7-81,,41.802186900000000,140.795093800000000,0138-31-3113,151480027,,,0,http://www.tomita-hospital.or.jp
12033,152080024,北海道,小樽市,老人保健施設マイトリーおたる,ロウジンホケンシセツ　マイトリーオタル,介護老人保健施設,北海道小樽市奥沢１丁目２番２号,,43.182893300000000,141.005942100000000,0134-21-2555,152080024,,,,maitori@hkg.odn.ne.jp
12033,152080016,北海道,小樽市,医療法人勉仁会介護老人保健施設ラポール東小樽,イリョウホウジンベンジンカイカイゴロウジンホケンシセツラポールヒガシオタル,介護老人保健施設,小樽市新光２丁目２９番２号,,43.168307300000000,141.052299900000000,0134-52-3000,152080016,,,0,http://www.nakagaki-hp.or.jp/
12033,152080057,北海道,小樽市,介護老人保健施設　望,カイゴロウジンホケンシセツ　ノゾミ,介護老人保健施設,小樽市望洋台2丁目30番10号,,43.165207300000000,141.037343000000000,0134-51-2215,152080057,,,100,http://sayaka-nozomi.skr.jp/
12033,152080032,北海道,小樽市,社会福祉法人恩賜財団済生会支部北海道済生会小樽老人保健施設はまなす,シャカイフクシホウジンオンシザイダンサイセイカイシブホッカイドウサイセイカイオタルロウジンホケンシセツハマナス,介護老人保健施設,小樽市塩谷２丁目１７番２５号,,43.207755600000000,140.928090300000000,0134-28-2600,152080032,,,0,http://www.saiseikai-otaru.jp/
12033,152080073,北海道,小樽市,医療法人社団萌水会　老人保健施設モエズガーデン小樽,イリョウホウジンシャダンホウスイカイ　ロウジンホケンシセツモエズガーデンオタル,介護老人保健施設,北海道小樽市奥沢1丁目2番2号,,43.182915300000000,141.005788800000000,0134-21-2555,152080073,,,0,
12041,152980074,北海道,旭川市,介護老人保健施設　フェニックス,カイゴロウジンホケンシセツ　フェニックス,介護老人保健施設,旭川市豊岡１３条１丁目１番１７号,,43.771147400000000,142.390141000000000,0166-34-8181,152980074,,,100,http://www.328181.com
12041,152980017,北海道,旭川市,旭川老人保健施設　ふれあい,アサヒカワロウジンホケンシセツフレアイ,介護老人保健施設,旭川市錦町18丁目2150番地,,43.791690300000000,142.332359800000000,0166-51-1818,152980017,,,0,http://www.keishinkai.jp.net/
12041,152980033,北海道,旭川市,介護老人保健施設旭泉苑,カイゴロウジンホケンシセツキョクセンエン,介護老人保健施設,旭川市永山4条6丁目3番24号,,43.792090700000000,142.409490800000000,0166-47-8000,152980033,,,0,http://kyokuhoukai.or.jp
12041,152980124,北海道,旭川市,介護老人保健施設旭泉苑　（ユニット型）,カイゴロウジンホケンシセツキョクセンエン　（ユニットガタ）,介護老人保健施設,北海道旭川市永山四条6丁目3番24号,,43.792090700000000,142.409490800000000,0166-47-8000,152980124,,,,http://kyokuhoukai.or.jp
12041,152980108,北海道,旭川市,介護老人保健施設　ことぶき,カイゴロウジンホケンシセツ　コトブキ,介護老人保健施設,旭川市東旭川町上兵村35番地5,,43.779830631976000,142.439013134393000,0166-36-1940,152980108,,,0,http://www.keisenkai.or.jp
12041,152980041,北海道,旭川市,老人保健施設　グリーンライフ,ロウジンホケンシセツ　グリーンライフ,介護老人保健施設,北海道旭川市神楽岡１４条７丁目１番１号,,43.734875800000000,142.362476200000000,0166-65-7700,152980041,,,0,https://sousei-hp.com/greenlife/
12041,152980132,北海道,旭川市,医療法人仁友会　介護老人保健施設みやびの森,イリョウホウジンジンユウカイ　カイゴロウジンホケンシセツミヤビノモリ,介護老人保健施設,北海道旭川市東旭川町下兵村320番18,,43.773093700000000,142.432116800000000,0166-36-6520,152980132,,,0,https://miyabi.jinyukai.jp/
12041,152980082,北海道,旭川市,老人保健施設かたくりの郷,ロウジンホケンシセツカタクリノサト,介護老人保健施設,北海道旭川市神楽３条４丁目２番１４号,,43.762224800000000,142.348051700000000,0166-63-1165,152980082,,,0,http://www.dohoku-kinikyo.or.jp
12041,152980066,北海道,旭川市,老人保健施設愛善ハイツ,ロウジンホケンシセツアイゼンハイツ,介護老人保健施設,北海道旭川市春光台4条11丁目5249番地の2老人保健施設　愛善ハイツ,老人保健施設　愛善ハイツ,43.831673700000000,142.371958500000000,0166-54-7371,152980066,,,0,http://aizenkai-swc.jp/
12041,152980025,北海道,旭川市,老人保健施設　サニーヒル,ロウジンホケンシセツ　サニーヒル,介護老人保健施設,旭川市末広８条６丁目５３０７,,43.819683400000000,142.373348400000000,0166-51-1127,152980025,,,0,http://www.a-fukushi.or.jp/
12041,152980058,北海道,旭川市,老人保健施設さくら館,ロウジンホケンシセツサクラカン,介護老人保健施設,旭川市４条西４丁目２番１号,,43.773734500000000,142.345804100000000,0166-27-0200,152980058,,,86,http://www.keiyukai-group.com/sakurakan
12050,153580014,北海道,室蘭市,介護老人保健施設エバーグリーンハイツ室蘭,カイゴロジンホケンシセツエバーグリーンハイツムロラン,介護老人保健施設,室蘭市八丁平１丁目４９番地,,42.367320420718000,141.007297261902000,0143-46-4500,153580014,,,80,http://www.seiunkai.jp/
12050,153580048,北海道,室蘭市,介護老人保健施設憩,カイゴロウジンホケンシセツイコイ,介護老人保健施設,北海道室蘭市知利別町１丁目４５番地,,42.357813075983900,141.016285694443000,0143-41-1511,153580048,,,70,http://www.nshp-muroran.or.jp
12050,153580030,北海道,室蘭市,老人保健施設　母恋,ロウジンホケンシセツ　ボコイ,介護老人保健施設,室蘭市新富町１－５－１３,,42.315316900000000,140.983854100000000,0143-25-2121,153580030,,,100,http://www.bokoi.jp/rouken/
12068,154180012,北海道,釧路市,介護老人保健施設老健くしろ,カイゴロウジンホケンシセツロウケンクシロ,介護老人保健施設,北海道釧路市昭和１９０番地４４６２,,43.032423700000000,144.355828700000000,0154-55-2331,154180012,,,100,http://www.hjg.jp
12068,154180046,北海道,釧路市,老人保健施設　星が浦,ロウジンホケンシセツ　ホシガウラ,介護老人保健施設,北海道釧路市星が浦大通３丁目９番３５号,,43.016540400000000,144.316907800000000,0154-55-2800,154180046,,,86,http://www.kojinkai.or.jp
12068,154180020,北海道,釧路市,道東勤医協老人保健施設ケアコートひまわり,ドウトウキンイキョウ　ロウジンホケンシセツケアコートヒマワリ,介護老人保健施設,北海道釧路市堀川町8番43号,,42.998353644424700,144.392599307935000,0154-24-1165,154180020,,,0,http://dotokin-kaigo.com/
12068,154180038,北海道,釧路市,介護老人保健施設　老健たいよう,カイゴロウジンホケンシセツ　ロウケンタイヨウ,介護老人保健施設,北海道釧路市春採７丁目９番８号,,42.978448700000000,144.419532000000000,0154-46-7233,154180038,,,0,http://www.kushiro-souseikai.com
12076,154680011,北海道,帯広市,介護老人保健施設アメニティ帯広,カイゴロウジンホケンシセツアメニティオビヒロ,介護老人保健施設,帯広市西16条北1丁目27番地,,42.930858501241600,143.175817251590000,0155-36-1234,154680011,,,0,http://toukeikai.or.jp/
12076,154680029,北海道,帯広市,十勝勤医協老人保健施設ケアセンター白樺,トカチキンイキョウロウジンホケンシセツケアセンターシラカバ,介護老人保健施設,北海道帯広市白樺１６条西２丁目,,42.918180031584700,143.174106792204000,0155-41-1165,154680029,,,0,http://www.tokachi-kin-ikyo.or.jp/care-center/index.html
12076,154680052,北海道,帯広市,介護老人保健施設ヴィラかいせい,カイゴロウジンホケンシセツウ゛ィラカイセイ,介護老人保健施設,北海道帯広市西22条南2丁目2番地10,,42.919458200000000,143.131464400000000,0155-37-7600,154680052,,,100,http://www.villa-kaisei.org/
12076,154680045,北海道,帯広市,十勝自立支援センター　介護老人保健施設　かけはし,トカチジリツシエンセンター　カイゴロウジンホケンシセツ　カケハシ,介護老人保健施設,帯広市稲田町基線2番地1十勝自立支援センター　介護老人保健施設　かけはし,十勝自立支援センター　介護老人保健施設　かけはし,42.885560137458800,143.192774314230000,0155-47-4184,154680045,,,100,http://www.hokuto7.or.jp/
12076,154680037,北海道,帯広市,介護老人保健施設ケアステーションアンダンテ,カイゴロウジンホケンシセツケアステーションアンダンテ,介護老人保健施設,北海道帯広市西17条南3丁目24－24,,42.917984400000000,143.168980900000000,0155-58-6500,154680037,,,100,http://koujyukai.org
12084,155080021,北海道,北見市,介護老人保健施設いきいき,カイゴロウジンホケンシセツイキイキ,介護老人保健施設,北見市東相内町172番地80,,43.800755400000000,143.819465200000000,0157-66-1111,155080021,,,100,http://www.sirakawa-c.com/kyuujinkai/index.html
12084,155080039,北海道,北見市,介護老人保健施設さくら,カイカイゴロウジンホケンシセツサクラ,介護老人保健施設,北海道北見市北光280番6号,,43.778783600000000,143.867901600000000,0157-68-1139,155080039,,,0,http://www.mintpia.jp/sakura/
12084,155080047,北海道,北見市,介護老人保健施設緑風,カイゴロウジンホケンシセツリョクフウ,介護老人保健施設,北海道北見市緑ヶ丘3丁目29番8号介護老人保健施設緑風,介護老人保健施設緑風,43.824642900000000,143.870259100000000,0157-24-2806,155080047,,,80,https://www.keiwafukushi.jp/facilityservice/carehealthfacility/ryokufu/
12106,155780018,北海道,岩見沢市,北村温泉ナーシングホーム,キタムラオンセンナーシングホーム,介護老人保健施設,北海道岩見沢市北村赤川５８６番地６３,,43.260346400000000,141.701321300000000,0126-56-2241,155780018,,,0,http://www.kitamura-yuai.jp/
12106,155780034,北海道,岩見沢市,介護老人保健施設　ゆあみーる,カイゴロウジンホケンシセツ　ユアミール,介護老人保健施設,岩見沢市８条西１９丁目８－１,,43.191002600000000,141.752543700000000,0126-20-2311,155780034,,,0,http://www.iwamizawanouge.com/facilities/index.shtml
12106,155780026,北海道,岩見沢市,介護老人保健施設　北翔館,カイゴロウジンホケンシセツ　ホクショウカン,介護老人保健施設,北海道岩見沢市１０条西２１丁目２番地,,43.187651093945000,141.753164243517000,0126-32-2177,155780026,,,150,http://www.hokushokai.or.jp/
12114,155380033,北海道,網走市,介護老人保健施設あるかさる,カイゴロウジンホケンシセツアルカサル,介護老人保健施設,網走市桂町4丁目7番11号,,44.012317267123100,144.270577647885000,0152-61-6163,155380033,,,0,http://www.meiseikai-smc.jp/
12114,155380017,北海道,網走市,介護老人保健施設いせの里,カイゴロウジンホケンシセツイセノサト,介護老人保健施設,北海道網走市字潮見１９２番地,,43.998086700000000,144.269118800000000,0152-43-7100,155380017,,,0,http://www.isenosato.sakura.ne.jp/
12122,156480022,北海道,留萌市,医療法人社団心優会　介護老人保健施設季実の杜,イリョウホウジンシャダンシンユウカイ　カイゴロウジンホケンシセツキミノモリ,介護老人保健施設,北海道留萌市開運町１丁目５番1号,,43.940317700000000,141.648216900000000,0164-43-4400,156480022,,,0,http://www.shinyukai-r.or.jp/
12131,153680038,北海道,苫小牧市,介護老人保健施設ケアライフ王子,カイゴロウジンホケンシセツケアライフオウジ,介護老人保健施設,苫小牧市若草町３丁目４番８号,,42.638510000000000,141.604738400000000,0144-36-7111,153680038,,,0,https://ojihosp.or.jp/carelife/
12131,153680053,北海道,苫小牧市,介護老人保健施設ライフスプリング桜木,カイゴロウジンホケンシセツライフスプリングサクラギ,介護老人保健施設,北海道苫小牧市桜木町2丁目25番1号,,42.627863347724900,141.553242949599000,0144-71-2369,153680053,,,0,http://www.mc-senjinkai.or.jp/index.html
12131,153680020,北海道,苫小牧市,介護老人保健施設　みどりの苑,カイゴロウジンホケンシセツ　ミドリノソノ,介護老人保健施設,北海道苫小牧市松風町2番15号,,42.638314402152400,141.560694076331000,0144-84-7068,153680020,,,0,http://www.ryokuyoukai.or.jp/midori/
12131,153680012,北海道,苫小牧市,老人保健施設　苫小牧健樹園,ロウジンホケンシセツ　トマコマイケンジュエン,介護老人保健施設,苫小牧市澄川町７丁目９番１８号,,42.623857200000000,141.514112900000000,0144-67-3111,153680012,,,0,http://www.sumikawa-hp.com
